chrom	start	end	min_p	n_probes	z_p	z_sidak_p	genes	genes_flanking	genes_type
chr14	44778390	44778391	0.02065	1	0.0005283	1	LINC02302	LINC02302	HAVANA
chr21	30282491	30282601	0.003307	6	7.884e-05	0.7	KRTAP24-1	KRTAP24-1	HAVANA
chr15	81236320	81236331	0.0163	2	0.0003729	1	IL16	IL16	HAVANA
chr13	98522059	98522242	0.00122	7	2.546e-05	0.2084	STK24	STK24	HAVANA
chr15	44431239	44431306	0.01213	5	0.0002405	0.9976	CTDSPL2	AC025043.1,CTDSPL2	HAVANA,HAVANA
chr8	1972968	1972974	0.02615	2	0.001147	1	AC019257.1,KBTBD11-OT1	AC019257.1,KBTBD11-OT1,KBTBD11,AC019257.2	HAVANA,HAVANA,HAVANA,HAVANA
chr4	7125060	7125226	0.01212	6	0.0003734	0.9772	.	.	.
chr2	37327559	37327606	0.02921	4	0.000874	1	.	PRKD3,AC007391.1,RNU6-939P	HAVANA,HAVANA,ENSEMBL
chr17	6652160	6652267	0.004973	28	9.223e-05	0.7649	C17orf100	MED31,C17orf100,AC004706.1,MIR4520-1,MIR4520-2,ALOX15P1	HAVANA,HAVANA,HAVANA,ENSEMBL,ENSEMBL,HAVANA
chr10	130747978	130747979	0.005807	1	0.004714	1	.	.	.
chr17	69540063	69540160	0.002344	4	2.182e-05	0.3146	MAP2K6	MAP2K6	HAVANA
chr17	17805881	17805972	0.03752	3	0.001281	1	RAI1	RAI1,SREBF1	HAVANA,HAVANA
chr3	37992444	37992542	0.03901	4	0.001361	1	VILL	VILL	HAVANA
chr10	133030818	133030956	0.004347	15	0.0001525	0.8438	.	.	.
chr15	32862034	32862164	0.0005738	8	5.263e-06	0.06574	FMN1	FMN1	HAVANA
chr15	74175091	74175208	0.02579	4	0.004088	1	AC010931.3,ISLR	AC010931.3,ISLR,STRA6	HAVANA,HAVANA,HAVANA
chr11	2562437	2562484	0.00944	8	0.0001666	0.9974	KCNQ1	KCNQ1	HAVANA
chr10	69730672	69730710	0.002409	2	2.272e-05	0.6337	.	.	.
chr5	2372067	2372123	0.02046	4	0.0005212	1	.	.	.
chr7	134548979	134549146	0.005321	10	0.0001152	0.6861	AKR1B15	AKR1B15	HAVANA
chr13	45852074	45852144	0.007485	10	0.0001192	0.9428	.	SIAH3	HAVANA
chr6	1296789	1296791	0.04222	2	0.001534	1	.	.	.
chr3	163499082	163499260	0.007363	22	0.0007609	0.9992	.	.	.
chr6	161415897	161415899	0.04293	2	5.068e-05	1	PRKN	PRKN	HAVANA
chr11	95150353	95150892	5.146e-05	28	2.705e-06	0.008394	AP000787.1	AP000787.2,AP000787.1	HAVANA,HAVANA
chr3	105414973	105415103	0.0065	3	0.0001547	0.8646	ALCAM	ALCAM	HAVANA
chr7	24778705	24778796	0.01496	5	0.0003292	0.9977	AC003093.1	AC003093.1	HAVANA
chr7	158337174	158337221	0.0254	3	0.001457	1	PTPRN2	PTPRN2	HAVANA
chr6	168916687	168916688	0.03552	1	0.001176	1	.	AL513210.1	HAVANA
chr8	28428393	28428442	0.000273	3	9.56e-07	0.03224	FBXO16	FBXO16	HAVANA
chr9	136204244	136204441	0.03154	13	0.001967	1	LHX3	LHX3,QSOX2	HAVANA,HAVANA
chr1	43435867	43435926	0.04305	2	0.001581	1	SZT2	SZT2	HAVANA
chr5	14720917	14720996	0.000788	3	4.578e-06	0.09275	ANKH	ANKH	HAVANA
chr1	8325240	8325337	0.03188	3	0.001919	1	SLC45A1	SLC45A1,RF00019	HAVANA,ENSEMBL
chr1	85447667	85447669	0.003564	2	4.009e-05	1	AL078459.1,DDAH1	AL078459.1,DDAH1	HAVANA,HAVANA
chr10	49298958	49299265	0.02258	24	0.0004898	0.9315	C10orf71-AS1,C10orf71	C10orf71-AS1,C10orf71	HAVANA,HAVANA
chr5	168472139	168472227	0.02481	5	0.0006879	1	WWC1	WWC1	HAVANA
chr4	53852817	53852878	0.0103	3	0.0001894	0.9946	AC058822.1	AC058822.1	HAVANA
chr6	168555208	168555210	0.04261	2	0.05689	1	SMOC2	SMOC2	HAVANA
chr10	123547355	123547443	0.04749	5	0.001841	1	.	.	.
chr7	5237306	5237664	0.001325	36	2.039e-06	0.009523	.	WIPI2	HAVANA
chr1	156248151	156248192	0.00473	5	0.001501	1	.	PMF1-BGLAP,BGLAP,PAQR6,SMG5	HAVANA,HAVANA,HAVANA,HAVANA
chr5	56011989	56012013	0.000908	4	5.66e-06	0.3271	AC008892.1	AC008892.1	HAVANA
chr21	42493124	42493125	0.04259	1	0.05201	1	RSPH1	RSPH1,SLC37A1,AP001625.3	HAVANA,HAVANA,HAVANA
chr11	100991459	100991489	0.007159	2	0.0001116	0.9981	ARHGAP42	ARHGAP42	HAVANA
chr3	119323640	119323716	0.03055	3	0.001248	1	ARHGAP31	ARHGAP31,ARHGAP31-AS1	HAVANA,HAVANA
chr10	127375588	127375689	0.03266	6	0.001034	1	DOCK1	DOCK1	HAVANA
chr5	55023545	55023547	0.004468	2	5.577e-05	1	AC034238.1	ESM1,AC034238.1,GZMK	HAVANA,HAVANA,HAVANA
chr5	178372205	178372264	0.03895	6	0.007683	1	COL23A1	COL23A1	HAVANA
chr3	13019349	13019351	0.04386	2	0.3488	1	IQSEC1	IQSEC1	HAVANA
chr4	122688996	122689073	0.005205	2	6.966e-05	0.7812	IL21-AS1	IL21-AS1	HAVANA
chr7	4267719	4267871	0.009994	17	0.0004451	0.9927	SDK1	SDK1	HAVANA
chr21	46161526	46161601	0.003921	7	4.584e-05	0.6418	SPATC1L	SPATC1L	HAVANA
chr17	1736041	1736123	0.02801	7	0.0008201	1	WDR81,AC130343.1	WDR81,AC130343.1	HAVANA,HAVANA
chr4	168766725	168766819	0.02694	2	0.0007734	1	PALLD	PALLD	HAVANA
chr8	128102810	128102811	0.02646	1	0.1091	1	PVT1	PVT1	HAVANA
chr5	168404281	168404283	0.03298	2	0.07157	1	WWC1	WWC1	HAVANA
chr8	143586660	143586768	0.003299	17	9.9e-05	0.7856	EEF1D	AC067930.5,EEF1D	HAVANA,HAVANA
chr8	30089181	30089238	0.04709	2	0.001816	1	.	.	.
chr2	68858734	68858785	0.02361	3	0.0006395	1	.	BMP10	HAVANA
chr17	15409759	15409844	0.01596	20	0.0003627	0.9992	AC005703.4	AC005703.4,RN7SL792P	HAVANA,ENSEMBL
chr19	24001536	24001593	0.02059	2	0.0005263	1	.	RNA5-8SP4	ENSEMBL
chr3	48426492	48426511	0.04399	2	0.007964	1	PLXNB1	PLXNB1	HAVANA
chr10	86262884	86262986	0.01274	6	0.0007519	1	GRID1	GRID1,MIR346	HAVANA,ENSEMBL
chr14	100142461	100142496	0.03212	2	0.001008	1	EVL	EVL,DEGS2	HAVANA,HAVANA
chr6	170275442	170275495	0.01404	4	0.01978	1	AL109910.2,LINC01624	AL109910.2,LINC01624	HAVANA,HAVANA
chr2	1708725	1708872	0.003392	12	0.0001328	0.7808	PXDN	PXDN	HAVANA
chr1	50025275	50025282	0.02179	2	0.0005711	1	ELAVL4	AGBL4,ELAVL4	HAVANA,HAVANA
chr2	96251820	96251831	0.002447	4	2.322e-05	0.9712	TMEM127	TMEM127	HAVANA
chr7	101613368	101613369	0.02858	1	0.1469	1	MYL10	MYL10	HAVANA
chr10	6322108	6322201	0.04518	3	0.001705	1	LINC02649	LINC02649	HAVANA
chr4	10114817	10114941	0.01593	10	0.001039	1	WDR1	WDR1,RNA5SP155	HAVANA,ENSEMBL
chr7	130839626	130839696	0.04995	2	0.00199	1	AC016831.7	AC016831.7,AC016831.3	HAVANA,HAVANA
chr1	197910169	197910171	0.03716	2	0.02406	1	.	C1orf53,LHX9	HAVANA,HAVANA
chr14	75543224	75543292	0.004094	5	4.88e-05	0.7005	BATF	BATF	HAVANA
chr1	17766303	17766437	0.007776	10	0.0001821	0.8981	ACTL8	ACTL8	HAVANA
chr7	102018869	102019006	0.006897	8	0.0005163	0.9982	CUX1	CUX1	HAVANA
chr3	195721279	195721432	0.02317	16	0.001228	1	MUC20-OT1,MUC20	MUC20-OT1,MUC20	HAVANA,HAVANA
chr6	31659734	31659736	0.01101	2	0.0001758	1	C6orf47,C6orf47-AS1	APOM,C6orf47,C6orf47-AS1,GPANK1,RF00019	HAVANA,HAVANA,HAVANA,HAVANA,ENSEMBL
chr3	128061152	128061190	1.578e-05	3	1.582e-08	0.0006991	SEC61A1	SEC61A1,RUVBL1	HAVANA,HAVANA
chr2	178721997	178722036	0.04721	3	0.001823	1	TTN-AS1,TTN	TTN-AS1,TTN,AC010680.1	HAVANA,HAVANA,HAVANA
chr12	104265654	104265706	0.02675	9	0.02089	1	TXNRD1,AC089983.1,RPL18AP3	TXNRD1,AC089983.1,RPL18AP3	HAVANA,HAVANA,HAVANA
chr2	240921523	240921664	7.169e-05	12	2.199e-07	0.002616	CROCC2	CROCC2	HAVANA
chr14	51749294	51749428	0.01509	23	0.0004757	0.9974	.	AL079307.2	HAVANA
chr7	50782804	50782940	0.01711	18	0.0009029	1	GRB10	GRB10	HAVANA
chr11	66316014	66316356	0.0001157	32	2.749e-07	0.001349	AP001107.3,CD248	AP001107.3,CD248	HAVANA,HAVANA
chr3	57943841	57943842	0.04173	1	0.001507	1	.	PPIAP16	HAVANA
chr6	132132530	132132640	0.002319	4	4.886e-07	0.007433	LINC01013	AL021408.2,LINC01013	HAVANA,HAVANA
chr6	36131324	36131357	0.01949	9	0.0004863	1	MAPK13	MAPK13	HAVANA
chr5	10832060	10832074	0.0466	2	0.001785	1	.	.	.
chr7	1914280	1914411	0.006329	10	0.000117	0.7769	MAD1L1,AC069288.1	MAD1L1,AC069288.1	HAVANA,HAVANA
chr10	125056258	125056361	0.01971	7	0.001598	1	CTBP2	CTBP2	HAVANA
chr13	98688460	98688559	0.03104	2	0.0009588	1	SLC15A1	SLC15A1	HAVANA
chr5	108377545	108377548	0.0491	2	0.003356	1	FBXL17	FBXL17,AC008462.1	HAVANA,HAVANA
chr8	97294927	97294929	0.01465	2	0.0003183	1	.	.	.
chr12	46221071	46221073	0.01671	2	0.0003866	1	SLC38A1	SLC38A1	HAVANA
chr19	33173352	33173354	0.01821	2	0.0004386	1	WDR88	WDR88,LRP3,AC008738.1	HAVANA,HAVANA,HAVANA
chr13	32969842	32969878	0.00747	8	0.0001188	0.9961	.	.	.
chr9	134801154	134801432	0.0003874	25	4.405e-06	0.02627	COL5A1	COL5A1	HAVANA
chr5	1794879	1795029	0.008156	10	0.000679	0.9995	.	MRPL36	HAVANA
chr20	63825907	63826027	0.002002	8	9.707e-05	0.7431	ZBTB46	ZBTB46	HAVANA
chr21	8444881	8446882	0.0005129	447	0.0001012	0.08141	FP236383.1	FP236383.1,RNA5-8SN1	HAVANA,ENSEMBL
chr10	28682349	28682404	0.007885	5	0.0001282	0.9801	BAMBI	BAMBI	HAVANA
chr10	102677900	102678076	0.01862	6	0.002105	1	ARL3	ARL3	HAVANA
chr5	3092829	3092884	0.0307	2	0.007844	1	.	.	.
chr14	69401030	69401133	0.004689	5	5.978e-05	0.6228	SLC39A9	ERH,SLC39A9	HAVANA,HAVANA
chr10	131088574	131088808	0.02044	24	0.001162	0.9998	.	TCERG1L	HAVANA
chr1	248306217	248306218	0.04976	1	0.05215	1	.	OR2T12	HAVANA
chr13	73075697	73075844	0.004379	26	0.000117	0.7373	KLF5	KLF5	HAVANA
chr10	179124	179228	8.208e-05	7	2.028e-07	0.00327	ZMYND11	ZMYND11	HAVANA
chr2	47755440	47755495	0.01835	3	0.000443	1	MSH6	MSH6	HAVANA
chr8	48891557	48891620	0.0002709	8	9.449e-07	0.02488	.	.	.
chr2	120939849	120939854	0.02183	2	0.0005724	1	GLI2	GLI2	HAVANA
chr22	48521176	48521278	0.02463	3	0.01485	1	TAFA5	TAFA5	HAVANA
chr5	180441587	180441661	0.01558	2	0.0003494	0.9996	AC034213.1	AC034213.1,RNU6-525P	HAVANA,ENSEMBL
chr10	83223545	83223712	0.007331	17	0.0001859	0.8459	.	.	.
chr14	70673858	70673859	0.04228	1	0.001538	1	TTC9	TTC9	HAVANA
chr7	903111	903139	0.04092	4	0.08878	1	ADAP1,COX19	ADAP1,COX19	HAVANA,HAVANA
chr1	94122316	94122367	0.02753	5	0.0008003	1	.	ABCA4	HAVANA
chr8	19177327	19177421	1.334e-05	7	1.256e-08	0.0002244	AC100849.1	AC100849.1	HAVANA
chr17	39281575	39281601	0.02785	2	0.000813	1	FBXL20	FBXL20	HAVANA
chr6	152111547	152111592	0.01894	4	0.0004652	1	ESR1	ESR1,AL078582.1	HAVANA,HAVANA
chr3	195113159	195113311	0.01226	4	0.004265	1	XXYLT1	XXYLT1	HAVANA
chr14	105466523	105466857	0.006122	23	2.835e-05	0.1329	MTA1	MTA1,AL928654.2	HAVANA,HAVANA
chr10	73894499	73894500	0.009798	1	0.0001762	1	.	.	.
chr3	195988947	195989047	0.000153	12	3.957e-07	0.006625	SDHAP1	SDHAP1	HAVANA
chr19	56825908	56825928	0.01318	2	0.0001685	1	ZIM2,PEG3	AC006115.2,ZIM2,PEG3	HAVANA,HAVANA,HAVANA
chr13	33610781	33611114	0.00804	33	0.0002781	0.7542	AL139383.1,AL161719.1	AL139383.1,AL161719.1	HAVANA,HAVANA
chr1	94923086	94923233	0.001731	4	3.084e-05	0.297	CNN3	CNN3,AC105942.1	HAVANA,HAVANA
chr6	32202013	32202177	0.006085	10	0.0003564	0.974	NOTCH4	NOTCH4	HAVANA
chr2	240295368	240295525	0.002979	17	0.0002157	0.9006	.	.	.
chr4	35301141	35301220	0.02303	3	0.000617	1	.	.	.
chr2	36549320	36549343	0.007626	3	0.0001226	0.9999	CRIM1,FEZ2	CRIM1,FEZ2	HAVANA,HAVANA
chr8	68648562	68648564	0.0308	2	0.1088	1	C8orf34	C8orf34	HAVANA
chr16	84907491	84907669	0.002868	9	0.0001027	0.6206	CRISPLD2	CRISPLD2	HAVANA
chr15	41870499	41870572	0.01377	9	0.0002907	0.9988	SPTBN5	SPTBN5,MIR4310	HAVANA,ENSEMBL
chr17	41028066	41028073	0.04133	2	0.001485	1	.	KRTAP1-5,KRTAP1-4	HAVANA,HAVANA
chr1	210293108	210293209	0.01413	6	0.000302	0.9934	.	.	.
chr1	244614221	244614319	0.04144	3	0.00149	1	CATSPERE	CATSPERE	HAVANA
chr5	159451296	159451406	0.0005316	4	4.01e-06	0.0594	AC008691.1,LINC01845	AC008691.1,LINC01845	HAVANA,HAVANA
chr15	38378369	38378438	0.004785	12	6.169e-05	0.7773	.	.	.
chr4	76559249	76559342	0.01851	4	0.0004496	0.9997	SHROOM3	SHROOM3	HAVANA
chr5	175814784	175814917	0.001788	6	2.835e-05	0.301	CPLX2	CPLX2	HAVANA
chr1	180981794	180981821	0.02768	2	0.0008065	1	STX6	STX6	HAVANA
chr19	35312385	35312448	0.03194	5	0.0009999	1	MAG	MAG	HAVANA
chr10	70431331	70431333	0.04509	2	0.0017	1	.	EIF4EBP2,NODAL,AC022532.1	HAVANA,HAVANA,HAVANA
chr4	4856722	4856759	0.01783	2	0.0004247	1	.	MSX1	HAVANA
chr16	13061910	13061978	0.01999	4	0.0005036	1	SHISA9	SHISA9	HAVANA
chr11	45702171	45702266	0.02326	8	0.001987	1	.	.	.
chr15	90852756	90852757	0.01636	1	0.007917	1	AC124248.1	AC124248.1,RN7SL363P	HAVANA,ENSEMBL
chr6	2230079	2230081	0.04094	2	0.2773	1	GMDS,AL035693.1	GMDS,AL035693.1	HAVANA,HAVANA
chr22	31102800	31102922	0.001431	10	4.296e-05	0.4465	SMTN	SMTN,SELENOM	HAVANA,HAVANA
chr17	62680188	62680325	0.004512	20	0.0009211	1	AC080038.1,AC080038.4	AC080038.1,AC080038.4,RNU6-446P	HAVANA,HAVANA,ENSEMBL
chr13	40490408	40490410	0.04401	2	0.0219	1	LINC00598,FOXO1	LINC00598,FOXO1	HAVANA,HAVANA
chr17	9838112	9838387	0.0008968	16	2.403e-07	0.001467	GLP2R	GLP2R	HAVANA
chr10	123891187	123891232	0.005214	4	6.987e-05	0.9263	CPXM2	CPXM2	HAVANA
chr7	157411840	157412285	8.463e-05	10	2.51e-07	0.0009471	DNAJB6	DNAJB6	HAVANA
chr1	3804086	3804254	0.005571	12	0.0002886	0.9442	.	.	.
chr4	4855820	4855822	0.01502	2	0.01716	1	.	LINC01396,MSX1	HAVANA,HAVANA
chr2	216436481	216436482	0.03456	1	0.001128	1	SMARCAL1	SMARCAL1	HAVANA
chr15	69034673	69034692	0.002057	4	1.799e-05	0.7962	NOX5	NOX5,AC027088.3	HAVANA,HAVANA
chr5	157089689	157089807	0.01233	3	0.0003739	0.9951	HAVCR2	HAVCR2	HAVANA
chr16	54932648	54932782	0.01216	14	0.001834	1	IRX5	CRNDE,IRX5,AC106738.1	HAVANA,HAVANA,HAVANA
chr7	151012789	151012791	0.01691	2	0.0003931	1	NOS3,ATG9B	NOS3,ATG9B	HAVANA,HAVANA
chr6	169452181	169452512	0.00124	31	3.989e-05	0.1833	AL031315.1,AL135910.1	AL031315.1,AL135910.1,WDR27	HAVANA,HAVANA,HAVANA
chr12	55827864	55827865	0.03218	1	0.578	1	DNAJC14	AC023055.1,DNAJC14,TMEM198B	HAVANA,HAVANA,HAVANA
chr7	101903608	101903744	0.01844	12	0.0005577	0.999	CUX1	CUX1	HAVANA
chr15	43921109	43921201	0.02051	4	0.0005234	0.9999	FRMD5	FRMD5	HAVANA
chr16	8848856	8849343	0.000155	14	5.266e-08	0.0001816	PMM2,AC022167.2	PMM2,AC012173.1,AC022167.2,CARHSP1,AC022167.1	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA
chr4	184095111	184095172	0.001612	8	1.282e-05	0.2975	ENPP6	ENPP6	HAVANA
chr16	10982915	10983009	0.01727	5	0.0004062	0.9993	CLEC16A	CLEC16A	HAVANA
chr14	106235500	106235501	0.0469	1	0.06035	1	IGHV3-21	IGHV3-21	HAVANA
chr4	172838307	172838374	0.04043	10	0.001435	1	GALNTL6	GALNTL6	HAVANA
chr16	29251472	29251495	0.0231	2	0.001156	1	AC009093.10	AC009093.10	HAVANA
chr15	40843649	40843704	0.03244	8	0.01149	1	SPINT1-AS1	SPINT1-AS1,SPINT1	HAVANA,HAVANA
chr5	173901832	173901889	0.03013	3	0.0009169	1	CPEB4	CPEB4	HAVANA
chr15	45091321	45091368	0.02522	3	0.001557	1	.	DUOX2	HAVANA
chr16	14912962	14913008	0.009754	4	0.0001751	0.9983	AC138932.1	AC138932.2,MIR3180-1,AC138932.1,RF00019	HAVANA,ENSEMBL,HAVANA,ENSEMBL
chr19	12887192	12887223	0.01839	4	0.0182	1	KLF1	AC020934.2,KLF1,GCDH	HAVANA,HAVANA,HAVANA
chr17	75959669	75959760	0.002236	2	2.036e-05	0.3133	ACOX1	ACOX1	HAVANA
chr5	115543041	115543134	0.001669	9	1.35e-05	0.2164	FEM1C	FEM1C	HAVANA
chr3	66720771	66720772	0.04109	1	0.001472	1	.	.	.
chr4	53782334	53782336	0.009073	2	0.0001571	1	AC058822.1	AC058822.1	HAVANA
chr1	22351437	22351538	0.02808	13	0.001287	1	.	.	.
chr7	1026367	1026604	0.001544	25	9.736e-05	0.4985	C7orf50	C7orf50,MIR339,AC073957.1	HAVANA,ENSEMBL,HAVANA
chr1	215023109	215023111	0.03685	2	0.001244	1	KCNK2	KCNK2	HAVANA
chr1	61318311	61318402	0.01063	8	0.0001988	0.9745	NFIA	NFIA	HAVANA
chr5	33984555	33984678	0.008255	10	0.0002461	0.9653	SLC45A2	SLC45A2,AMACR,C1QTNF3-AMACR	HAVANA,HAVANA,HAVANA
chr16	66923540	66923651	0.004288	9	5.786e-05	0.5834	RRAD	CDH16,RRAD	HAVANA,HAVANA
chr2	25204195	25204196	0.04282	1	0.003962	1	.	LINC01381	HAVANA
chr12	92736475	92736570	0.0129	4	0.001046	1	C12orf74	C12orf74	HAVANA
chr5	72509628	72509708	0.03434	4	0.001117	1	.	ZNF366	HAVANA
chr9	134534551	134534647	0.01005	6	0.0003408	0.9974	AL669970.3	AL669970.3	HAVANA
chr1	224528877	224528880	0.00195	2	1.665e-05	0.9999	CNIH3	CNIH3	HAVANA
chr13	30445536	30445552	0.02221	4	0.0005865	1	.	.	.
chr13	70512099	70512101	0.04656	2	0.1453	1	.	.	.
chr17	60940979	60941102	0.001597	8	0.0002871	0.9802	BCAS3	BCAS3	HAVANA
chr11	3095948	3096007	0.00298	9	3.097e-05	0.586	OSBPL5	OSBPL5	HAVANA
chr10	46019345	46019371	0.02211	6	0.0005827	1	NCOA4	NCOA4	HAVANA
chr12	54045328	54045329	0.04361	1	0.001616	1	HOXC4	HOXC4	HAVANA
chr22	24407217	24407328	0.002046	3	3.202e-05	0.384	SPECC1L,SPECC1L-ADORA2A	SPECC1L,SPECC1L-ADORA2A	HAVANA,HAVANA
chr2	30111330	30111441	0.01482	21	0.0004011	0.9977	AC016907.2	AC016907.2	HAVANA
chr8	61165092	61165153	0.01925	3	0.01377	1	CLVS1	CLVS1	HAVANA
chr8	71832934	71832964	0.02687	8	0.0007704	1	MSC-AS1	MSC-AS1	HAVANA
chr2	167716007	167716271	0.0001123	40	8.69e-06	0.05379	CTAGE14P	CTAGE14P	HAVANA
chr3	66393677	66393738	0.007048	5	0.0001093	0.9507	LRIG1	LRIG1	HAVANA
chr1	7541927	7541973	0.00418	4	5.052e-05	0.8419	CAMTA1	CAMTA1	HAVANA
chr1	115280302	115280355	0.007377	4	0.0001162	0.9748	AL049825.1	AL049825.1,NGF-AS1	HAVANA,HAVANA
chr11	67605751	67605753	0.04478	2	0.001681	1	C11orf72,AP003385.3,NDUFV1	C11orf72,AP003385.3,NDUFV1	HAVANA,HAVANA,HAVANA
chr1	233361022	233361023	0.03476	1	0.001138	1	MAP3K21	MAP3K21	HAVANA
chr11	68374766	68374919	0.006276	8	0.0001573	0.8222	LRP5	LRP5	HAVANA
chr6	90136133	90136188	0.02146	6	0.0005587	1	BACH2	BACH2	HAVANA
chr11	8339672	8339869	0.01674	10	0.00124	1	.	.	.
chr10	97715634	97715651	0.02315	2	0.0006223	1	MARVELD1	MARVELD1	HAVANA
chr12	13030560	13030561	0.039	1	0.07496	1	AC023790.2	AC023790.2	HAVANA
chr2	74384893	74384894	0.03195	1	0.001	1	DCTN1	DCTN1,DCTN1-AS1	HAVANA,HAVANA
chr1	2204151	2204256	0.0007587	7	5.235e-06	0.08033	FAAP20	FAAP20	HAVANA
chr4	1629762	1629826	0.0005475	4	2.628e-06	0.06664	FAM53A	FAM53A	HAVANA
chr14	99197699	99197799	0.01355	12	0.0002833	0.9914	BCL11B	BCL11B	HAVANA
chr12	57259351	57259445	0.02712	5	0.0007807	1	AC137834.1,R3HDM2	AC137834.1,R3HDM2	HAVANA,HAVANA
chr14	101553072	101553074	0.01499	2	0.002013	1	DIO3OS	DIO3OS	HAVANA
chr21	38255350	38255351	0.0492	1	0.001944	1	KCNJ15	KCNJ15	HAVANA
chr3	133041635	133041636	0.01667	1	0.0003853	1	TMEM108	AC079942.1,TMEM108	HAVANA,HAVANA
chr1	212289896	212289973	0.03907	2	0.001364	1	PPP2R5A	PPP2R5A	HAVANA
chr13	97358193	97358198	0.001369	2	1.014e-05	0.9669	MBNL2	MBNL2,RNA5SP37	HAVANA,ENSEMBL
chr7	157615603	157615719	0.01334	13	0.000914	1	PTPRN2,AC005481.1	PTPRN2,AC005481.1	HAVANA,HAVANA
chr8	48581535	48581959	0.0001738	27	2.544e-06	0.01003	AC022915.2	AC022915.2	HAVANA
chr7	157282499	157282560	0.02771	7	0.0008079	1	AC004975.2	AC004975.2	HAVANA
chr5	10306770	10306922	0.004016	5	7.626e-05	0.5695	CMBL	CMBL	HAVANA
chr15	60890557	60890617	0.01104	6	0.0002097	0.9972	RORA	RORA	HAVANA
chr11	33001459	33001546	0.004016	4	4.75e-05	0.6003	.	RF00019	ENSEMBL
chr11	79092821	79092823	0.01844	2	0.0004469	1	TENM4	TENM4,AP002957.1	HAVANA,HAVANA
chr15	39808760	39808863	0.02373	3	0.0006447	1	GPR176	GPR176,AC023908.1	HAVANA,HAVANA
chr12	31731721	31731767	0.003022	2	3.159e-05	0.6845	.	AMN1,AC023157.3	HAVANA,HAVANA
chr15	68644178	68644214	0.001744	4	1.429e-05	0.4865	CORO2B	CORO2B	HAVANA
chr2	120710486	120710576	0.02375	7	0.0006457	1	AC018866.1	AC018866.1	HAVANA
chr5	12331507	12331537	0.01822	2	0.0004387	1	.	.	.
chr9	96491328	96491427	0.008805	6	0.0001504	0.9221	HABP4,CDC14B	HABP4,CDC14B	HAVANA,HAVANA
chr5	38468115	38468206	0.008648	16	0.00158	1	AC010457.1	EGFLAM,AC010457.1	HAVANA,HAVANA
chr12	6549564	6549629	0.004944	4	0.0001666	0.9865	IFFO1	IFFO1,AC006064.1	HAVANA,HAVANA
chr10	103618587	103618680	0.03051	8	0.0009346	1	SH3PXD2A	SH3PXD2A	HAVANA
chr17	20064287	20064330	0.02561	4	0.0007187	1	SPECC1	SPECC1	HAVANA
chr14	51328214	51328307	0.003926	5	4.592e-05	0.5637	LINC00519	LINC00519,LINC00640	HAVANA,HAVANA
chr10	76193069	76193117	0.03745	2	0.001862	1	LRMDA	LRMDA	HAVANA
chr12	55720025	55720026	0.03921	1	0.001371	1	AC009779.3,BLOC1S1	ITGA7,AC009779.3,BLOC1S1,RDH5	HAVANA,HAVANA,HAVANA,HAVANA
chr9	129127089	129127091	0.04875	2	0.001916	1	PTPA	PTPA	HAVANA
chr12	47968256	47968317	0.04926	4	0.001947	1	TMEM106C	AC004801.7,TMEM106C,COL2A1	HAVANA,HAVANA,HAVANA
chr20	63738504	63738537	0.04915	3	0.008701	1	AL121845.3,LIME1,AL121845.2	ZGPAT,AL121845.3,LIME1,AL121845.2,SLC2A4RG	HAVANA,HAVANA,HAVANA,HAVANA,HAVANA
chr7	150972974	150973070	0.01517	10	0.000336	0.9972	KCNH2	KCNH2	HAVANA
chr11	67055382	67055453	0.02677	6	0.0007664	1	.	SYT12,RHOD	HAVANA,HAVANA
chr13	110512441	110512640	0.0007767	13	4.901e-05	0.3388	COL4A2	COL4A2,COL4A2-AS1	HAVANA,HAVANA
chr6	34091833	34091893	0.01339	12	0.0008491	1	GRM4	GRM4	HAVANA
chr10	132395773	132395844	0.04033	2	0.001429	1	.	PWWP2B	HAVANA
chr15	48063502	48063504	0.01536	2	0.0003425	1	.	.	.
chr4	10591153	10591154	0.003377	1	3.712e-05	1	CLNK	CLNK	HAVANA
chr6	111771712	111771793	0.02134	9	0.0005535	1	FYN	FYN	HAVANA
chr21	39422860	39422998	0.005604	3	0.0001256	0.7833	WRB,WRB-SH3BGR,LCA5L	WRB,WRB-SH3BGR,LCA5L	HAVANA,HAVANA,HAVANA
chr15	99062170	99062172	0.01774	2	0.04049	1	AC036108.1	AC036108.1	HAVANA
chr14	36660941	36661043	0.01342	12	0.001065	1	PAX9	AL132857.1,AL079303.1,PAX9	HAVANA,HAVANA,HAVANA
chr4	7460987	7460988	0.04562	1	0.1637	1	SORCS2	SORCS2,MIR4274	HAVANA,ENSEMBL
chr17	2049484	2049523	0.04113	2	0.001474	1	.	AC090617.5,MIR132,MIR212,HIC1	HAVANA,ENSEMBL,ENSEMBL,HAVANA
chr3	46864532	46864630	0.0004147	3	1.74e-06	0.02939	MYL3	MYL3	HAVANA
chr10	125025839	125025841	0.03369	2	0.1755	1	CTBP2	CTBP2	HAVANA
chr8	26862541	26862561	0.03859	6	0.001337	1	ADRA1A	ADRA1A	HAVANA
chr6	134853743	134853802	0.00861	3	0.0001455	0.9841	.	.	.
chr8	17314949	17314950	0.0464	1	0.001773	1	MTMR7	MTMR7	HAVANA
