methyl	BMI.p	arm.p	int.p	BMI.p2	arm.p2	arm2.beta1	arm3.beta1	BMI.beta1	arm2xbmi.beta1	arm3xbmi.beta1	arm2.beta2	arm3.beta2	BMI.beta2	NAs	zeros	non.zeros	ones	non.ones	outliers	diff.miss	ME	Chr	pos	genes	genes_flanking	genes_type	total.NAs	BMI.fdr	arm.fdr	int.fdr	BMI.fdr2	arm.fdr2
chr1.195054416	0.00055924416966315	0.00035679873705568	0.000208038742706619	0.497903093864263	0.199087409211663	-0.31016944921822	-0.257771592025887	-0.00553087687430866	0.0113113769017888	0.00901920824316213	-0.0174462529985011	-0.0207479681099108	0.000863955830996453	0	0	97	28	69	2	0.999999999999994	.	chr1	195054416	.	.	.	2	0.334049970087789	0.185205687365115	0.364206649488747	0.999904630469074	0.829057821895396
chr1.209431760	0.000202539696787533	6.00772957009896e-05	6.44314378903469e-05	0.60559242400283	0.116593473853352	-0.0556457820127192	0.373962567976606	0.00391393645423367	0.00245276442614194	-0.0156719884945411	0.00253197738983775	-0.0358410167646816	-0.00105453285127325	12	0	83	26	57	4	1	.	chr1	209431760	MIR205HG	MIR205HG,MIR205	HAVANA,ENSEMBL	16	0.239843129893702	0.0933390050540722	0.263403663618453	0.999952590254861	0.765291982389387
chr1.51251328	1.09491014148556e-05	0.00105158538786878	0.000106941873946538	0.0124573221589612	0.971470773933081	0.190737907236587	0.225417946933626	0.00257385001904541	-0.00726663805376663	-0.00861075236085412	0.00195493919098506	4.26297522360991e-05	-0.00242472956094907	1	0	96	33	63	2	0.999999999999975	.	chr1	51251328	RNF11,AL162430.1	RNF11,AL162430.1	HAVANA,HAVANA	3	0.0731913158005497	0.264930079175975	0.301841663807457	0.895981907405596	0.997249931451865
chr1.3431459	0.000259213769713201	0.000857238758809337	0.000110304614842535	0.388473268393412	0.783100577550118	-0.262451967810835	-0.0430458640385132	-0.00238555973984498	0.0106428740017337	0.00171204963506374	0.00711672866356242	0.00159345459970288	0.000998626503883219	2	55	39	0	94	3	0.735106862752017	.	chr1	3431459	PRDM16	PRDM16	HAVANA	5	0.262687413280102	0.248817538341901	0.308483926359446	0.998823515245031	0.975845773077917
chr1.1442300	1.39154493118419e-05	1.99136124875424e-05	5.0188417485879e-06	0.421834668648128	0.356846613096952	0.552653405682653	0.200512019179098	0.00983828663767621	-0.0204815177027101	-0.00688437573081176	0.0256486001144908	0.0177377650255057	0.00153096291998366	2	0	97	32	65	0	0.999999999999994	.	chr1	1442300	VWA1	VWA1	HAVANA	2	0.0794549446465976	0.0540960783444066	0.10706180709744	0.999427098918151	0.894494688485953
chr1.239824032	0.00016849519911501	0.000935342705558144	0.000167640995111197	0.134747433041652	0.593077626656052	0.490415162962134	0.392200607585694	0.0133103358661402	-0.0184372904267831	-0.0142927723921391	0.0164134279358897	0.0188616500459939	0.00310962202410506	1	0	98	6	92	0	0.292929292929288	.	chr1	239824032	CHRM3	CHRM3	HAVANA	1	0.225858903849035	0.254907937063819	0.347269592678728	0.986209769766236	0.94805338758612
chr1.23787537	0.000227504831955823	0.000103719207164716	8.47436115910246e-05	0.474444894641595	0.151246840826767	-0.279143891185932	0.359817227184632	0.00391660384544542	0.0094512086770137	-0.0142639811400047	-0.0463256853456501	-0.0115123594689354	0.00179753977544351	19	0	80	17	63	0	0.769805478622552	.	chr1	23787537	PITHD1	PITHD1,LYPLA2	HAVANA,HAVANA	19	0.249667922990372	0.119068421470304	0.282991534771899	0.999648588187554	0.796982645744678
chr1.220881295	0.000706505873601979	0.00189508194899479	0.000204785581235143	0.914333252828683	0.976011119634776	0.169084899359034	0.107327108686794	0.00323281882843305	-0.00660266365938455	-0.0040448043716597	-0.00079187776632017	0.000665343125050227	7.60756935092125e-05	0	43	52	0	95	4	0.834984603025867	.	chr1	220881295	AL445423.2,HLX	AL445423.2,HLX-AS1,HLX	HAVANA,HAVANA,HAVANA	4	0.356818665001512	0.323712588040355	0.364060721845676	0.999952590254861	0.997707940968796
chr2.231256083	2.38011168762586e-06	0.00100774020785297	0.000191403667989914	0.00172370456277829	0.574195273189963	0.187857509024243	0.399058987512437	0.00212551718426371	-0.00739662986731608	-0.0157462664537773	-0.00718673717506948	-0.0189024793147709	-0.00533509228370613	7	0	87	42	45	5	0.366415917218984	.	chr2	231256083	ARMC9	ARMC9,AC018738.1	HAVANA,HAVANA	12	0.034034210459284	0.260682909111261	0.35592359228725	0.769830707572839	0.944482957429166
chr2.138504728	0.000285088344843511	0.00012548414173784	9.26836293124067e-05	0.599396482759432	0.16406560657326	0.492954372055485	0.285157678183775	0.0108244562710175	-0.0187948142867241	-0.0117430757951978	0.00167980523061167	-0.0328741848124777	0.00107106747116419	15	48	34	0	82	2	0.0149592350531347	.	chr2	138504728	SPOPL	AC114763.1,SPOPL	HAVANA,HAVANA	17	0.269430277112672	0.127219644667313	0.287598667670931	0.999952590254861	0.806570364587807
chr2.503081	4.90991435084623e-07	2.59174542219639e-06	2.63720384324167e-06	0.0264757211072402	0.114723781183208	-0.0103005804105678	0.186893135672769	0.000773392414779823	-2.98611335960848e-05	-0.00769835155481024	-0.0135526677205431	-0.0155584120331615	-0.0018433283527242	7	0	87	44	43	5	0.0452638845835729	.	chr2	503081	LINC01874	LINC01874	HAVANA	12	0.017178776990862	0.0199156621488723	0.0788491823191532	0.934461956985661	0.76351880779825
chr2.235929700	0.000176860399653107	0.000424588930450968	0.000106375500597195	0.244107824454285	0.421409329219983	0.175745072088666	0.492875992272401	0.00999618366163476	-0.00591647554141806	-0.0179200647648247	0.0197898277880809	0.0236277336017303	0.00224987493244056	4	0	95	23	72	0	1	.	chr2	235929700	AGAP1	AGAP1	HAVANA	4	0.228700456829829	0.197153970388188	0.301079834033644	0.995084213987123	0.912684260674968
chr2.87972711	0.000387680471806467	0.000700867675460653	0.000110943811045441	0.833552809809114	0.647216782525536	-0.144781057129631	0.213118483471736	0.00179656502094849	0.00529611693018163	-0.00873375747450862	-0.0107791841942772	-0.0136500403549575	0.000316745057298619	6	0	93	42	51	0	0.368987035176541	.	chr2	87972711	AC108479.1	NDUFB4P7,AC108479.1	HAVANA,HAVANA	6	0.3016797366564	0.233895660171942	0.308886300527849	0.999952590254861	0.957067041386718
chr2.169109885	9.04115305438304e-06	8.97736961711713e-06	6.25862679677019e-05	0.0175517399032106	0.0201774919092629	0.107443814218584	0.243586284816094	0.00735492614670399	-0.00516131005072641	-0.00990877598911205	-0.0271266257342336	-0.0154913163493366	0.00244978167847804	1	47	51	0	98	0	0.999999999999961	.	chr2	169109885	.	.	.	1	0.0672740743922093	0.0382016794127836	0.263403663618453	0.916626525338768	0.543524339495917
chr2.239928915	4.93427658961459e-05	0.000100435817790376	1.37540627826568e-05	0.697412754475901	0.647619574986766	-0.852019164608429	-0.185349514339479	-0.013246237145879	0.0325725701096659	0.00724502095373938	-0.0025837543772703	0.0249102401074288	-0.00128455843780196	17	0	82	10	72	0	0.21062543573859	.	chr2	239928915	NDUFA10	NDUFA10	HAVANA	17	0.134071833080672	0.117127233321486	0.167731944121117	0.999952590254861	0.957121429268523
chr2.94873743	0.00049425728142247	0.00127134154947627	0.000147929726593073	0.753682705893457	0.882560407361082	-0.135884190750325	0.307223330776525	0.00302512716742491	0.00528230038397511	-0.0117272760548973	-0.00593178989199405	0.00254903884913844	0.000587431571366703	5	0	94	30	64	0	0.263443200986808	.	chr2	94873743	AC097374.1,TEKT4	AC097374.1,TEKT4	HAVANA,HAVANA	5	0.322913154497685	0.283923512781324	0.334290259160495	0.999952590254861	0.98775168879364
chr2.70257396	0.000274999005632867	2.07156438521634e-05	0.0001299227525611	0.336081698468684	0.0218384256129229	0.225118355123399	0.242255121801813	0.00758616637980735	-0.00958870614141424	-0.0105422555226426	-0.0220345190625857	-0.0332273877018784	0.00119730036728461	0	22	77	0	99	0	1	.	chr2	70257396	PCYOX1	MIR1285-2,AC016700.2,PCYOX1	ENSEMBL,HAVANA,HAVANA	0	0.266637641409123	0.054895026402164	0.321100791914333	0.998144169175686	0.552911127491144
chr2.236049031	6.98079116873817e-08	7.6765095169243e-07	8.22767533984513e-07	0.0130210802000277	0.105883120162585	0.107065504610801	0.624936442017422	0.0035539341768751	-0.00362974540688964	-0.0254370316932975	0.00496974728699323	-0.0442008025923033	-0.00615691096678961	6	0	92	24	68	1	0.78794719748734	.	chr2	236049031	AGAP1	AGAP1	HAVANA	7	0.00522831811081602	0.0116884310874485	0.0541194433685102	0.89876763530042	0.753334333738009
chr2.11263	0.000103107035876229	0.000361880597771156	5.89738400430414e-05	0.256295368605489	0.602827538875079	-1.23247399924071	-0.274605638703753	-0.0101974030555972	0.0463263050086686	0.00905851811676894	-0.0445849935538583	-0.0360244528574889	0.00566153357628531	8	0	91	0	91	0	0.585067517964291	.	chr2	11263	.	.	.	8	0.186086642218047	0.186370081500448	0.258026153279583	0.995940706226997	0.949796013717908
chr2.1996598	0.000461216941702151	0.001562057115091	0.000174249024417696	0.485455936727438	0.934045937193714	-0.140935054354401	0.488126260706155	0.00643721909966794	0.00601502780988567	-0.0187665643184432	0.00443018601422439	-0.00570860675393835	0.00198213453203894	17	0	82	17	65	0	0.943639190623677	.	chr2	1996598	MYT1L	MYT1L	HAVANA	17	0.31724207836777	0.304853817700028	0.350294432726485	0.999776031599403	0.993383962363713
chr2.11710602	0.000450032961883862	4.51748098374958e-06	0.000156959535846858	0.550725795959262	0.00549333114760486	-0.847167560378674	0.142705293688989	-0.00130785136155217	0.0298474452786359	-0.0106647993586789	-0.0963264647892144	-0.137328132643886	0.00267752091180259	17	0	82	0	82	0	0.277476586439482	.	chr2	11710602	LPIN1	LPIN1	HAVANA	17	0.315317023267816	0.0277190104722025	0.34005195240562	0.999952590254861	0.400986107024561
chr2.91589410	0.000264984360830428	0.000786569011318916	9.02977456907306e-05	0.542564231677676	0.854658417262484	0.256780129191127	0.800379425063584	0.0151107589028577	-0.00933739508174408	-0.0308972469229812	0.0112197589244439	-0.00663060357556421	0.00204287822397031	1	1	97	0	98	0	0.292929292929288	.	chr2	91589410	.	AC116050.1	HAVANA	1	0.264745457177722	0.241837248323717	0.286770442609105	0.999952590254861	0.984510152741606
chr2.8456804	0.000231607978636384	9.10599736413669e-05	6.57940771925906e-05	0.784289366081394	0.157382267220141	-0.803874108912034	-0.387431819067397	-0.0132874550933759	0.0327005974158491	0.0138649805913067	0.0394860588834823	-0.0202589923002188	0.000899553644346889	3	0	94	4	90	2	0.434687854325868	.	chr2	8456804	LINC00299	LINC00299,LINC01814	HAVANA,HAVANA	5	0.251845872424268	0.112334602876965	0.26667735640517	0.999952590254861	0.801495346155982
chr2.235992304	0.000165703772823207	0.000347685929531524	7.50720751173761e-05	0.350607183818734	0.475794472469894	0.50739825115758	0.184812671801044	0.00620990439383722	-0.0206040377125071	-0.00682250243399336	-0.0197356236091611	0.0043974772356021	-0.00209186222241259	9	0	90	33	57	0	0.01300352305292	.	chr2	235992304	AGAP1	AGAP1	HAVANA	9	0.223853193834843	0.183511301917132	0.276300853014194	0.998377390701015	0.925455569817901
chr2.235042982	0.000255980677454055	4.37159191785198e-05	0.000151884858049314	0.252776755216092	0.038806074284689	0.261232405682181	0.421827960287662	0.00619104921821885	-0.00906010446514538	-0.0168709546241117	0.0246530947760496	-0.0208274665768672	-0.00214582887447299	6	0	93	24	69	0	0.768276251057586	.	chr2	235042982	SH3BP4	SH3BP4	HAVANA	6	0.262462201699044	0.0798754445805454	0.338355494143374	0.995729570174439	0.624582507055355
chr2.151824751	0.000136296928673683	0.000113508508190726	3.71651300583379e-05	0.828350971491107	0.325176318538975	0.835502672866415	0.473151938449096	0.015244316619075	-0.0308792573948475	-0.0180428486487239	0.0284313195427544	-0.0127718916906272	-0.000658505449650347	19	0	80	4	76	0	0.311635307563671	.	chr2	151824751	ARL5A,AC068547.1	ARL5A,AC068547.1	HAVANA,HAVANA	19	0.207145256293577	0.123043597000396	0.224214917289975	0.999952590254861	0.884049338361251
chr2.170718048	0.000586408070650848	0.00148247152639292	0.000181297433971557	0.71066252922116	0.858686451352741	0.333854845219903	0.199485300008191	0.00601915379148652	-0.0131918300361738	-0.00775135285934314	-0.00710220106647741	-0.00554685012933983	-0.0005079407279345	1	42	50	0	92	6	0.701198323732158	.	chr2	170718048	AC007405.1,SP5	AC007405.1,LINC01124,SP5	HAVANA,HAVANA,HAVANA	7	0.340264214130059	0.299793943809761	0.352818323358757	0.999952590254861	0.985022449767002
chr2.176172527	4.57029146282515e-07	3.73641035859521e-07	4.22670476519531e-07	0.141745128202353	0.105077491639396	0.0332408167223109	-0.172015530882008	-0.00121584250423846	-0.00103450354530307	0.00719670884152253	0.0097609992056657	0.016978814977637	0.00121463062939908	1	42	45	0	87	11	0.0208047466725127	.	chr2	176172527	HOXD3,HAGLR	HOXD3,HAGLR	HAVANA,HAVANA	12	0.0163381263067129	0.00841681711673397	0.0391587751920183	0.986505761105688	0.752392101365597
chr2.238140766	0.000519092389838455	0.00023353407280207	0.000146967894710876	0.985065930580898	0.192187855033318	0.59408862477389	0.632598215739434	0.0138120810381466	-0.0213554664721125	-0.0222892506420324	0.0414289531330556	0.0485854985113363	5.08890912579153e-05	15	0	82	12	70	2	0.630122448696589	.	chr2	238140766	KLHL30	KLHL30	HAVANA	17	0.327934696500761	0.159447510438558	0.334290259160495	0.999952590254861	0.824835121328727
chr2.239027608	0.00025872214249784	0.000680548749571735	7.1391714559746e-05	0.894254030958602	0.911204858482911	-0.144219052388594	0.332672034344517	0.00273196509850784	0.00609517481632504	-0.0126797077631175	0.00796988658181972	0.00264837327406033	0.000265608323474132	4	0	95	22	73	0	0.20332931673139	.	chr2	239027608	.	.	.	4	0.262462201699044	0.232181672128305	0.272578807844912	0.999952590254861	0.991035099274211
chr2.113051170	0.000626781508489327	1.12886665251581e-05	0.000210585833988155	0.600295445274111	0.00817473240777766	0.156525174875535	-0.14430753454442	0.000154917364243059	-0.00735479689137743	0.00417223014032933	-0.0300150152135061	-0.0362171624049681	-0.000662037212948006	2	0	96	37	59	1	0.773693169863994	.	chr2	113051170	IL36B	IL36B	HAVANA	3	0.347856968055899	0.0418229507122436	0.364520310255414	0.999952590254861	0.443940494705965
chr2.1937783	2.60243067516807e-05	0.0013598408511642	0.000157082707335378	0.0206270524105567	0.894295730468448	-0.365357424337531	-0.427707079487526	-0.0140979050462457	0.0143234109689365	0.0162240623030539	0.00584839777154522	-0.00251613356749418	-0.00440541332748838	6	0	90	29	61	3	0.909811013238729	.	chr2	1937783	MYT1L	MYT1L	HAVANA	9	0.102874627923008	0.291737399922048	0.34005195240562	0.924815663845209	0.989208791972528
chr2.241092203	0.000129948178739705	0.00100529213482865	0.000205721202768795	0.0818204531435625	0.535526997384378	-0.501829870325058	-0.611630678007311	-0.0192255188556636	0.0206146186805032	0.024299961173772	0.0290925099855464	0.0242949755594587	-0.00506811031899954	7	0	92	17	75	0	0.249894853517631	.	chr2	241092203	SNED1,MTERF4	SNED1,MTERF4	HAVANA,HAVANA	7	0.20300514995697	0.2602543389724	0.364206649488747	0.976074020185804	0.937567664973323
chr2.118846358	5.67395494896446e-05	0.000784414821747325	0.000190189560357334	0.0375110700054842	0.456398583331617	0.15011795574108	0.182105242454853	0.00574319279628964	-0.00600317107137976	-0.00682275603693566	-0.00685287839995728	0.00222413915669594	0.00164077145206131	6	57	32	0	89	4	0.542392667952993	.	chr2	118846358	EN1	EN1	HAVANA	10	0.141370284221068	0.241644538933298	0.35592359228725	0.950282341329598	0.920915040482984
chr2.237414038	0.000771493602521307	0.00153425269859297	0.000223247653932197	0.985698572346186	0.74115809357656	-0.871925800598575	-0.0559107786529448	-0.0103002956952298	0.0333799738677556	0.000853362717493545	-0.0199294742034596	-0.0304212867018813	7.3123799250346e-05	2	0	97	0	97	0	0.999999999999994	.	chr2	237414038	COL6A3	COL6A3	HAVANA	2	0.367091880577234	0.303410189821344	0.374544234284699	0.999952590254861	0.970500173905402
chr2.210000706	5.17956112578889e-05	0.000189057287867276	1.61803926357307e-05	0.562361185137805	0.974659237143266	-0.26507240669068	0.175545866394507	-0.00137332914130724	0.0104904307131917	-0.00661373656835575	-0.00137318758546685	0.00214776838746878	-0.000944934638188226	7	0	92	38	54	0	1	.	chr2	210000706	.	UNC80,RPE	HAVANA,HAVANA	7	0.135103729850689	0.147581899244755	0.17551723142345	0.999952590254861	0.997564771655433
chr2.94208921	0.000552028073608933	0.00098178012875497	0.000163060593653059	0.796357260815825	0.636765613730653	-0.116007133788922	0.0130340842883357	-0.0012558117638802	0.00438760809877115	-0.000701998404140134	-0.00406339621942735	-0.00510100299389943	-0.000152104064006744	1	67	29	0	96	2	0.39188646405141	.	chr2	94208921	.	AC026273.1	HAVANA	3	0.333380672098905	0.258535276087882	0.345099383787234	0.999952590254861	0.955203860607484
chr2.189203616	0.000175004044070376	0.000455688340085373	5.466646533327e-05	0.614158673197442	0.789178566224745	-0.236835301036192	-0.741695914912833	-0.0112928645185992	0.00952737368540114	0.0291594756847535	0.0120515241282512	0.020642654623586	0.00155762612349798	0	8	86	0	94	5	0.999999999999976	.	chr2	189203616	COL5A2	COL5A2	HAVANA	5	0.228111258593699	0.202353963431727	0.249017561183893	0.999952590254861	0.976595726939726
chr2.96286958	0.000229468667570491	0.000418476714851296	0.000110822965592553	0.325190847306728	0.4014711325623	-0.425828727832009	-0.26778411161235	-0.010386203548945	0.0175849848312681	0.0107595976602738	0.0235857921453981	0.0132418950865485	-0.00181417033970374	4	0	95	29	66	0	0.834984603025867	.	chr2	96286958	SNRNP200	SNRNP200	HAVANA	4	0.250454236535753	0.195723678658498	0.308886300527849	0.997751178887	0.907530900198061
chr2.241251609	0.000490063547514619	0.00126478467003007	0.000205076358238143	0.412267151424202	0.663671960828772	0.196786975295333	0.0606195089862806	0.0022870772969798	-0.00764712184700168	-0.00202592695715189	0.000850203852890577	0.00693730953937091	-0.000691528680797279	1	0	97	48	49	1	0.999999999999994	.	chr2	241251609	HDLBP	HDLBP	HAVANA	2	0.322350667852043	0.28320447294275	0.364076709095009	0.999268680550193	0.95964672488464
chr2.176125771	1.02084057855194e-05	1.04542363008425e-05	2.42612220379755e-06	0.984091266630558	0.385697517401419	0.241383791165341	-0.492737728748158	-0.00299283243688333	-0.0085746527067582	0.0197135870027431	0.0316537440138938	0.0144069564151829	5.09695984757111e-05	15	21	63	0	84	0	0.434740666878828	.	chr2	176125771	HOXD-AS2	HOXD-AS2,HOXD9,HOXD8	HAVANA,HAVANA,HAVANA	15	0.0707357488709931	0.0402606350419282	0.0782273610579886	0.999952590254861	0.903245356963328
chr2.42001885	5.47971528289987e-05	0.000176381801772804	3.07714199093479e-05	0.253916038389453	0.540152669890101	-0.478245702835046	-0.124591334445539	-0.00949333141234087	0.0192309322800262	0.00443861262117232	0.0148956266716428	-0.00542054137987685	-0.00224107482695059	3	0	96	13	83	0	0.999999999999975	.	chr2	42001885	.	.	.	3	0.13887383088852	0.143865846585119	0.21083974314912	0.995729570174439	0.938355371272224
chr2.127107861	2.33585921765702e-05	1.30241216204548e-07	0.000127141386669661	0.0234354804980722	0.000280657404106841	-0.085102504402109	0.0308787267906441	0.00030191818875728	0.00409745154941547	-0.000559424648309118	0.0201118074006359	0.0173791171476884	0.0012711701044985	5	69	18	0	87	7	0.0159885574526807	.	chr2	127107861	.	BIN1	HAVANA	12	0.0967547602234102	0.00549161420222804	0.320176863561027	0.930470878469463	0.172350819988185
